cx,cy,ix,iy,ox,oy
2.0645544644430127,2.735052449853253,2.5237787852817855,0.6665593714546717,5.3344130315059335,2.693488779696241
2.187347620416623,2.67040554239241,2.6252835015855416,0.6162532598073135,5.506800069221427,2.596912077279717
2.3102488607991005,2.6059605980943754,2.727956189709925,0.5684344383709767,5.679356165017421,2.5005304797263364
2.4332479481139706,2.5417026938675606,2.831560699583622,0.5224403336740284,5.8521134401682176,2.4043599706917176
2.556334644884752,2.4776169066203786,2.9358576107941143,0.47760030200887105,6.025104015948114,2.3084165338314806
2.6794987136349664,2.413688313261243,3.040607502928882,0.433243699667908,6.198360013631412,2.212716152801246
2.802729916888139,2.349901990698566,3.1455709555754092,0.38869988294354046,6.371913554492411,2.117274811256635
2.9260180171677916,2.2862430158407583,3.250508548321175,0.3432982081281718,6.545796759805416,2.022108492853265
3.049352776997444,2.222696465596235,3.3551808607536624,0.2963680315142055,6.720041750844721,1.927233181246761
3.17272395890062,2.1592474168734075,3.459348472460354,0.24723870939404252,6.894680648884625,1.8326648600927409
3.296121325400843,2.0958809465806882,3.562817016240168,0.19540898163672463,7.069745575199436,1.7384195130468267
3.4195346390216326,2.0325821316264907,3.6655875813378396,0.14111243277190905,7.245268651063448,1.644513123764637
3.542953662286513,1.969336048919228,3.767714248931333,0.08478187759266381,7.421281997750961,1.5509616759017935
3.6663681577190044,1.9061277753673103,3.869251101167316,0.026850134534061463,7.597817736536278,1.4577811531139158
3.7897678878426326,1.8429423878791509,3.9702522201924633,-0.03224997796882636,7.774907988693702,1.3649875390566233
3.9131426151809174,1.779764963363165,4.070771688153442,-0.09208564148092704,7.952584875497523,1.2725968173855393
4.03648210225738,1.7165805787277628,4.170863587196933,-0.15222403756717084,8.130880518222051,1.1806249717562838
4.159776111595544,1.6533743108813572,4.270581999469601,-0.21223234779248507,8.309827038141583,1.0890879858244757
4.2830144057189345,1.5901312367323606,4.3699810071181195,-0.27167775372179714,8.489456556530417,0.9980018432457365
4.406186747151068,1.5268364331891866,4.469114692289161,-0.33012743692003715,8.669801194662854,0.9073825276756862
4.529282898415471,1.4634749771602473,4.5680504015596615,-0.3871141335299177,8.8508930738132,0.8172460227699436
4.652292622035664,1.4000319455539554,4.6670887820882765,-0.441564738592613,9.032764315255744,0.7276083121841328
4.775205680535169,1.3364924152787225,4.766729740950743,-0.4918887037432257,9.215447040264795,0.6384853795738722
4.89801183643751,1.2728414632429625,4.867479588388248,-0.5364788527079771,9.39897337011465,0.5498932085947826
5.020700852266207,1.2090641663550878,4.969844634641977,-0.5737280092130892,9.58337542607961,0.4618477829024843
5.1432624905447835,1.145145601523511,5.074331189953119,-0.6020289969847851,9.768685329433973,0.37436508615259767
5.265686513796764,1.0810708456566434,5.181445564562864,-0.6197746397492866,9.954935201452047,0.28746110200074193
5.387961732450918,1.0168233160388849,5.291694068712401,-0.6253577612328163,10.142157163408118,0.20115181410254035
5.510035797138529,0.952314683115601,5.405582986759495,-0.6171712783328087,10.330218409379082,0.11539147276126917
5.631800359347168,0.887359003597572,5.523095554358395,-0.5954908995326417,10.513994781208817,0.028266031777874605
5.75314306213393,0.8217633469839521,5.642348504627368,-0.5673110867437815,10.68259763498539,-0.0642962405941312
5.873951548555922,0.7553347827738883,5.761042397923324,-0.5411243776172868,10.824817766955453,-0.16648706379245506
5.994113461670244,0.6878803804665338,5.876877794603185,-0.5254233098042163,10.929445973365663,-0.28249815725480387
6.113516444533991,0.619207209561041,5.9875552550238575,-0.528700420955628,10.98553360537266,-0.41642016625256395
6.232048140204272,0.5491223395565572,6.090739960836365,-0.5577848362694933,10.991605094587102,-0.5686689493894133
6.3495961917381845,0.47743283995223545,6.183912870735945,-0.6108440085883307,10.95812414135059,-0.7350288976310809
6.466048242192823,0.40394578024722827,6.264495171587839,-0.6832350786238622,10.896316531042817,-0.9109887747762666
6.581291934625297,0.32846822994068303,6.329908019031403,-0.770313718929227,10.817408049043483,-1.0920373446236709
6.695214912092704,0.2508072585317545,6.377572568705981,-0.8674356020575613,10.732079742265023,-1.2738940092765612
6.807704817652146,0.1707699355195897,6.405216249780903,-0.9701843140422133,10.644745666563235,-1.4549315692650155
6.918649294360722,0.08816333040334143,6.413610675182027,-1.0764087705856955,10.555807587777196,-1.6352215995264845
7.02793598527553,0.0027945126821630473,6.405271212024969,-1.185255502257996,10.465601776223243,-1.8148634053263302
7.135452533453678,-0.08552944814479901,6.382733824626415,-1.29588636703849,10.374464502217725,-1.9939562919299139
7.2410865819522625,-0.17700148257839168,6.34853447730305,-1.4074632229065496,10.282732036076984,-2.172599564602595
7.344725773828383,-0.27181452111946136,6.305209134371557,-1.5191479278415456,10.190740648117357,-2.350892528609732
7.446257752139144,-0.37016149426886225,6.255293760148622,-1.6301023398228551,10.098826608655195,-2.5289344892166867
7.545531969512802,-0.472219987678553,6.201324318950928,-1.7394883168298485,10.007326188006827,-2.706824751688821
7.641846275703853,-0.5779459539107258,6.145836699418495,-1.8464677589035599,9.916560476756478,-2.884659665289901
7.734083818788956,-0.6871287191038176,6.090843078809171,-1.9504936488174054,9.826631786632234,-3.062492975722539
7.821117637036921,-0.799553547292782,6.036580456500064,-2.0520056265869044,9.737478186336158,-3.240346445078454
7.901820768716567,-0.9150057025125847,5.982910069923902,-2.151652183547636,9.6490337538498,-3.4182410583225997
7.9750662520967035,-1.0332704487981819,5.929693156513407,-2.2500818110351792,9.561232567154708,-3.5961978004199273
8.039727125446143,-1.1541330501845297,5.876790953701305,-2.347943000385116,9.474008704232432,-3.774237656335393
8.094676427033704,-1.2773787707065944,5.824064698920318,-2.4458842429330248,9.38729624306452,-3.952381611033942
8.138787195128197,-1.4027928743993314,5.771375629603172,-2.544554030014484,9.301029261632522,-4.130650649480527
8.170932467998433,-1.5301606252976978,5.718584983182592,-2.644600852965075,9.215141837917992,-4.309065756640106
8.190035331500233,-1.6592634562372879,5.665552233084711,-2.7466600521863653,9.129568049902472,-4.487647917477625
8.196095119095652,-1.789800412082586,5.612058859976532,-2.850785520350667,9.044241975567518,-4.66641811695804
8.190147402766328,-1.9213912124678054,5.557779217406118,-2.956232501374204,8.959097692894675,-4.845397340046303
8.17326979666349,-2.0536523586515343,5.502379883403274,-3.0621982715172003,8.874069279865491,-5.024606571707367
8.14653991493837,-2.1862003518923627,5.445527435997809,-3.167880107039878,8.789090814461519,-5.204066796906178
8.11103537174219,-2.318651693448888,5.386888453219527,-3.272475284202459,8.704096374664307,-5.383799000607693
8.067833781226183,-2.450622884579699,5.32612951309824,-3.375181079265165,8.619020038455405,-5.563824167776863
8.018012757541578,-2.5817304265433854,5.262917193663747,-3.4751947684882243,8.533795883816362,-5.74416328337864
7.962649914839598,-2.711590820598544,5.196918072945859,-3.5717136281318576,8.448357988728725,-5.924837332377977
7.902732755392407,-2.8398490878073184,5.128018012830996,-3.663452393046651,8.362640641191652,-6.105862164975417
7.838748965301087,-2.9663084376878017,5.058353625072626,-3.7441729482456965,8.27658320576834,-6.287129513392967
7.771013923807773,-3.0908266137198654,4.991383427503728,-3.8047282805091354,8.19013026422808,-6.468403553287784
7.699842849045193,-3.213261410373416,4.930582795523052,-3.8359342809837487,8.103226636492746,-6.649442637674341
7.625550959146061,-3.333470622118374,4.879427104529341,-3.82860684081631,8.015817142484215,-6.830005119567107
7.5484534722430965,-3.451312043424647,4.8410752430066255,-3.7763622419414,7.92784660212436,-7.009849351980551
7.468865606469027,-3.566643468762148,4.817118818916912,-3.6866846316989994,7.839259835335056,-7.188733687929148
7.387102579956563,-3.6793226926007954,4.808665172273333,-3.5713431355428242,7.7500016620381835,-7.366416480427364
7.303479610838428,-3.7892075094104967,4.816821502017841,-3.4421081271755627,7.6600169021556175,-7.542656082489672
7.218311917247345,-3.896155713661165,4.842695007092377,-3.310749980299904,7.569250375609238,-7.717210847130547
7.131859389812533,-4.000063962687584,4.8865236190294405,-3.1872364088533773,7.477458577262986,-7.8893432450287015
7.04395448623171,-4.101129149100011,4.944269472719467,-3.072668112449898,7.377976029507125,-8.041405927503188
6.9542305893255945,-4.1996879986758255,5.0105822236413955,-2.965424011648997,7.256280714198988,-8.135064337737617
6.862319970522662,-4.296078017850919,5.0801111776871455,-2.863882302047504,7.09951139092995,-8.13583582074254
6.767854901251401,-4.390636713061165,5.147505640748641,-2.7664211792422537,6.917684117293711,-8.063904550274389
6.670467652940288,-4.483701590742455,5.207414918717803,-2.6714188388300775,6.733339255605163,-7.9698424394015435
6.569790497017811,-4.5756101573306704,5.254488317486556,-2.577253476407808,6.554193579835019,-7.873957812583212
6.465455704912452,-4.66669991926169,5.283375142946824,-2.4823032875722806,6.378531533686649,-7.777259715782048
6.357095898982763,-4.757307593572374,5.288760275001673,-2.3849515971188513,6.204491483824243,-7.680458310021227
6.244564712351635,-4.847272745031577,5.269394053165182,-2.284167903535105,6.030300991108958,-7.5842285798371885
6.128314561246326,-4.93508800682644,5.231797156839142,-2.180042062969895,5.855289726496468,-7.4888108586067625
6.008898283829206,-5.019020118202011,5.183365773891629,-2.072790165769275,5.6795306500706735,-7.394152340679095
5.886868718262649,-5.097335818403328,5.131496092190714,-1.9626283022792999,5.503110643048484,-7.3001947301745105
5.762778702709025,-5.16830184667544,5.0835656187957365,-1.8497756899614919,5.326116586646831,-7.206879731213343
5.637181075330711,-5.230184942263389,5.043632227357926,-1.7350072436839956,5.148635362082625,-7.1141490479159115
5.510628674290084,-5.281251844412218,5.00863959354855,-1.6202887752851174,4.970753850572784,-7.021944384402543
5.3836743377495075,-5.319769292366971,4.974612532078258,-1.5077399113742807,4.792558933334224,-6.930207444793565
5.256870903871363,-5.344004025372693,4.9375758576576985,-1.3994802785609088,4.614137491583864,-6.8388799332092995
5.130771191634871,-5.35222288038369,4.893554386076806,-1.2976295028204305,4.43557640653862,-6.747903553770073
5.005780381366159,-5.343444691024244,4.839468046966692,-1.2037813996703612,4.25696255941541,-6.657220010596212
4.881800187656466,-5.319252690878489,4.775703530007998,-1.1174933300397267,4.078382831431152,-6.5667710078080415
4.758625099745191,-5.281776265272198,4.703486688041016,-1.0378297111168253,3.8999241038027614,-6.476498249525887
4.6360496068717305,-5.233144799531141,4.624043373906047,-0.9638549600899633,3.7216732577471574,-6.386343439870074
4.513868198275485,-5.175487678981092,4.538599440443387,-0.8946334941474435,3.5437171744812566,-6.296248282960928
4.391875363195847,-5.110934288947823,4.448380740493333,-0.8292297304775692,3.366142735221977,-6.206154482918775
4.269865590872215,-5.041614014757104,4.354613126896185,-0.766708086268644,3.189036821186229,-6.116003743863938
4.147633370543993,-4.9696562417347145,4.258522452492235,-0.7061329787089704,3.0124863135909434,-6.025737769916746
4.02498727597797,-4.897150555148001,4.161313353009022,-0.6465848280656389,2.83657809365303,-5.935298265197524
3.9021726775178873,-4.824952240469813,4.063634524344479,-0.5875633740951572,2.661392911097981,-5.844628970857573
3.7799455052352195,-4.7524738434622975,3.965538130073506,-0.5290182930684089,2.4868848186437584,-5.753715719883832
3.6590906390530202,-4.6790461033951845,3.8670469855177663,-0.4709213972751503,2.3128886547299676,-5.662583951153747
3.5403929588943486,-4.603999759538213,3.768183905998921,-0.4132444990051391,2.139234624589404,-5.571260642809063
3.424637344682264,-4.526665551161119,3.668971706838632,-0.35595941054813257,1.965752933454865,-5.47977277299152
3.3126086763398175,-4.446374217533633,3.5694332033585656,-0.29903794419388935,1.7922737865591476,-5.388147319842862
3.2050918337900707,-4.362456497925495,3.469591210880378,-0.24245191223216347,1.6186273891350478,-5.29641126150483
3.1028716969560755,-4.274243131606434,3.369468544725734,-0.18617312695271346,1.4446439464153622,-5.204591576119167
3.006733145760891,-4.181064857846188,3.269088020216296,-0.13017340064529673,1.2701536636328872,-5.112715241827612
2.917449275119862,-4.082261853532147,3.168472452673727,-0.0744245455996705,1.0949867460204203,-5.0208092367719095
2.8351853491673156,-3.9776610559041568,3.067644657419687,-0.018898374105591968,0.9189733988107518,-4.9289005390937985
2.7592175311065557,-3.8678014080696324,2.966627449775841,0.0364333015471818,0.7419438272366898,-4.837016126935027
2.6887513819560986,-3.753278392464741,2.8654436450638525,0.09159866906889177,0.5637282365310258,-4.745182978437334
2.6229924627344534,-3.6346874915256406,2.764116058605378,0.14662591616978415,0.38415683192655614,-4.65342807174246
2.561146334460137,-3.512624187688498,2.662667505722083,0.20154323056010032,0.20305981865607708,-4.561778384992147
2.5024185581516587,-3.3876839633894726,2.56112080173563,0.25637879995008284,0.02026740195238569,-4.470260896328139
2.446014694827535,-3.26046230106473,2.459498761967681,0.3111608120499746,-0.16439021295172135,-4.378902583892178
2.39114030550628,-3.1315546831504384,2.357824201739898,0.36591745457001834,-0.3510828208234477,-4.287730425826004
2.3370294882088856,-3.0015394211770605,2.256119936373947,0.4206769152204553,-0.5399802164299966,-4.19677140027136
2.283221229642676,-2.870811373108654,2.1544087811914823,0.47546738171153136,-0.731117155221975,-4.1060065020978485
2.2294391755533463,-2.7396542863280113,2.0527135515141723,0.5303170417534881,-0.9191776127421811,-4.013594691119942
2.1754095508463975,-2.608350356320168,1.9510570626636765,0.5852540830565682,-1.091835636425287,-3.9153079228336707
2.120858580427336,-2.477181778570166,1.8494621299616585,0.6403066933310144,-1.2362907983152076,-3.8067565854851235
2.065512489201667,-2.3464307485630505,1.7479515687297797,0.6955030602870693,-1.3397426704558613,-3.683551067320385
2.0090975020748947,-2.216379461783853,1.6465481942897033,0.7508713716349762,-1.3896001757111995,-3.541408428991768
1.9513398439525242,-2.0873101137176215,1.5452748219630938,0.8064398150849756,-1.3834876581162499,-3.3812508865772415
1.891965739740059,-1.9595048998493902,1.4441542670716077,0.862236578347314,-1.3336443953096826,-3.2114475347189493
1.8307014143430056,-1.833246015664202,1.343209344936911,0.9182898491322329,-1.2534344519429899,-3.0409405909018887
1.767273092666869,-1.7088156566471,1.242462870880664,0.9746278151499745,-1.1558116697374134,-2.8780553038238375
1.701406999617152,-1.5864960182831191,1.141937660224531,1.0312786641107818,-1.0479553985621217,-2.722432177932381
1.6328293600993613,-1.4665692960573025,1.041656528290173,1.0882705837248978,-0.9327787202184057,-2.5672953180989304
1.5612663990190028,-1.349317685454693,0.9416422903992561,1.1456317617025633,-0.813094829774589,-2.405718601131192
1.4864443412815775,-1.2350233819603251,0.8419177618734357,1.2033903857540253,-0.6917169222989945,-2.2307759038368724
1.4080894117925953,-1.123968581059245,0.7425057580343776,1.2615746435895236,-0.5717977008533113,-2.036334952721149
1.3259278354575554,-1.0164354782364873,0.6434290942037438,1.3202127229193024,-0.46192390967297475,-1.828969543148033
1.2396858371819655,-0.912706268977095,0.5447105857031969,1.3793328114536032,-0.375054209713046,-1.625476042064726
1.1490896418713328,-0.8130631487661112,0.4463730478543986,1.4389630969026699,-0.3242711904573029,-1.4429405905237604
1.0539239752964127,-0.7178045881355591,0.3484385037408718,1.499130253247937,-0.3221172030584157,-1.2987180721719072
0.9542661335761634,-0.62731045121983,0.2508755125006986,1.5597588009511458,-0.3715613494039962,-1.2149256018692984
0.8502846866952593,-0.5419859947085669,0.15356616185517313,1.6206080396041018,-0.4673580432708922,-1.2177655574437323
0.7421482347830247,-0.4622364836777058,0.056384663559735856,1.681422220196654,-0.599939938320262,-1.3166712522916555
0.6300253779687915,-0.38846718320318835,-0.04079477063017501,1.7419455937186508,-0.7453922705226633,-1.461273982006281
0.5140847163818922,-0.3210833583609562,-0.1380979289591219,1.8019224111599417,-0.8825459091350861,-1.6036302784925969
0.39449485015165375,-0.2604902742269473,-0.23565059967166713,1.8610969235103751,-1.008453721602168,-1.7439773473967923
0.2714243794073987,-0.20709319587709868,-0.3335785710123732,1.9192133817598014,-1.123664150830563,-1.8917950240228394
0.1450419042784695,-0.1612973883873557,-0.43200763122579905,1.976016036898067,-1.2287256397269257,-2.05656314367471
0.015516024894189101,-0.12350811683365523,-0.531063568556513,2.031249139915025,-1.3241868360885245,-2.247760375046638
-0.11695780588641665,-0.09399317555322426,-0.6308721712490746,2.084656941800523,-1.4117533713808486,-2.468277733130651
-0.25201924201783854,-0.07217619933592623,-0.7315283446834234,2.1360859277852415,-1.497004980251329,-2.6989477969440476
-0.3892453864694652,-0.05716059742185352,-0.8329690976941416,2.1859052818080853,-1.5863313393213234,-2.915991483827536
-0.5282132227035744,-0.04804916724250255,-0.9350811096938467,2.234650797683987,-1.6861221252121952,-3.0956297111218447
-0.6684997341824229,-0.04394470622937094,-1.0377510385179378,2.2828583406568104,-1.8027667630054236,-3.2140843479677517
-0.8096819043682884,-0.043950011813954803,-1.1408655420018239,2.331063775970427,-1.940336862415277,-3.256347629354337
-0.9513367167234483,-0.04716788142775109,-1.2443112779809042,2.379802968868702,-2.094922917690153,-3.237611478953158
-1.093041154710159,-0.05270111250225616,-1.347974904290582,2.429611784595504,-2.2608988598312343,-3.179563112464979
-1.2343727646681035,-0.059653561220885824,-1.4517430787662584,2.4810260883946986,-2.4326527669050866,-3.103833718084571
-1.3750398032188509,-0.06737494505141056,-1.555502807448375,2.5345787855557718,-2.6062937156530492,-3.0252387055425576
-1.515047956238936,-0.07577443506832265,-1.6591857677806519,2.590423047299417,-2.781278179985504,-2.9453365786404055
-1.6544440678235042,-0.0848386194577404,-1.762811795770975,2.647962643488563,-2.9574479217578062,-2.8641599612841686
-1.7932749820676916,-0.09455408640578171,-1.8664110544532408,2.7065135579907653,-3.134644702825317,-2.781741477379904
-1.9315875430666425,-0.10490742409856496,-1.970013706861337,2.765391774673576,-3.3127102850433903,-2.698113750833663
-2.0694285949154785,-0.11588522072220699,-2.073649916029153,2.823913277404549,-3.4914864302673916,-2.6133094055515
-2.2068449817093443,-0.12747406446282616,-2.1773498449905797,2.8813940500512363,-3.670814900352665,-2.527361065439475
-2.343883547543382,-0.139660543506541,-2.2811436567795074,2.937150076481192,-3.8505374571545747,-2.4403013544036405
-2.480591136512717,-0.15243124603946817,-2.3850615144298217,2.990497340561966,-4.030495862528478,-2.352162896350051
-2.617014592712491,-0.16577276024772616,-2.489133580975421,3.0407518261611166,-4.210531878329733,-2.262978315184761
-2.7532007602378483,-0.17967167431743358,-2.593390019450191,3.087229517146196,-4.390487266413696,-2.172780234813826
-2.8891964831839108,-0.1941145764347068,-2.6978609928880233,3.1292463973847555,-4.570203788635725,-2.0816012791433005
-3.0250486056458232,-0.2090880547856645,-2.802576664322806,3.1661184507443476,-4.749523206851177,-1.9894740720792392
-3.1608039717187286,-0.2245786975564253,-2.907567196788431,3.1971616610925278,-4.928287282915409,-1.8964312375276973
-3.2965094254977503,-0.24057309293310553,-3.0128627533187875,3.221692012296848,-5.106337778683782,-1.8025053993947298
-3.4322118110780315,-0.25705782910182384,-3.118493496947764,3.2390254882248617,-5.283516456011647,-1.7077291815863902
